sample	pop	spp	region	contgroup	country
Debug021_aegypti_St_Croix_USVI_F_5	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_6	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_7	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_8	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_9	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_11	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_14	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_15	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_16	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_17	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_18	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_19	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_M_20	Croix	AAA	Caribean	Americas	USVirginIslands
Debug019_aegypti_Far_North_Dominica_U_1	NorthDominica	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Far_North_Dominica_U_2	NorthDominica	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Far_North_Dominica_U_3	NorthDominica	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Far_North_Dominica_U_4	NorthDominica	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Far_North_Dominica_U_5	NorthDominica	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_10	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_11	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_12	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_13	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_17	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_19	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_1	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_5	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_8	Roseau	AAA	Caribean	Americas	Dominica
Debug019_aegypti_Roseau_Dominica_U_9	Roseau	AAA	Caribean	Americas	Dominica
Debug034_aegypti_Playa_Puerto_Rico_F_1	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_2	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_3	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_4	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_5	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_6	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_7	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_F_8	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_10	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_11	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_12	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_13	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_14	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_15	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_16	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Playa_Puerto_Rico_M_9	Playa	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_1	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_2	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_3	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_4	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_5	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_6	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_F_7	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_M_10	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_M_11	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_M_12	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_M_14	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_M_16	Ponce	AAA	Caribean	Americas	PuertoRico
Debug034_aegypti_Ponce_Puerto_Rico_M_9	Ponce	AAA	Caribean	Americas	PuertoRico
Debug019_aegypti_Trinidad_Trinidad_U_10	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_11	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_12	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_13	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_14	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_15	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_16	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_17	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_18	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_19	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_1	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_20	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_2	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_3	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_4	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_5	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_6	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_7	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_8	Trinidad	AAA	Caribean	Americas	Trinidad
Debug019_aegypti_Trinidad_Trinidad_U_9	Trinidad	AAA	Caribean	Americas	Trinidad
Debug021_aegypti_Jaffna_Sri_Lanka_F_10	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_F_11	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_F_2	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_F_3	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_F_4	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_F_5	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_M_14	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_M_16	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_M_18	Jaffna	AAA	Asia	Asia	SriLanka
Debug021_aegypti_Jaffna_Sri_Lanka_M_1	Jaffna	AAA	Asia	Asia	SriLanka
Debug031_aegypti_Jaffna_Sri_Lanka_M_21	Jaffna	AAA	Asia	Asia	SriLanka
Debug031_aegypti_Jaffna_Sri_Lanka_M_23	Jaffna	AAA	Asia	Asia	SriLanka
Debug_010_aegypti_Bangkok_Thailand_01	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_02	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_03	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_05	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_06	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_07	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_08	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_09	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_10	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_11	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_13	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_14	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_15	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_16	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_17	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_18	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_19	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_20	Bangkok	AAA	Asia	Asia	Thailand
Debug010_aegypti_HoChiMin_Vietnam_01	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_02	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_03	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_04	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_05	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_06	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_07	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_08	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_09	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_10	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_11	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_12	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_13	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_14	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_15	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_16	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_17	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_18	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_19	HoChiMin	AAA	Asia	Asia	Vietnam
Debug010_aegypti_HoChiMin_Vietnam_20	HoChiMin	AAA	Asia	Asia	Vietnam
Debug021_aegypti_Tainan_Taiwan_F_12	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_13	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_15	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_18	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_20	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_10	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_3	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_4	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_5	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_6	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_7	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_8	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_9	Taiwan	AAA	Asia	Asia	Taiwan
Cebu_City_Philippines-_10	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_11	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_12	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_13	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_14	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_16	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_17	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_18	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_19	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_1	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_22	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_23	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_24	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_3	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_4	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_5	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_7	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_8	CebuCity	AAA	Asia	Asia	Philippines
Cebu_City_Philippines-_9	CebuCity	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_10	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_11	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_12	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_13	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_14	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_15	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_16	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_17	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_18	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_19	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_1	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_20	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_3	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_4	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_5	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_6	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_7	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Urban_Sulawesi_U_8	UrbanSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_10	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_12	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_13	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_14	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_16	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_17	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_19	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_1	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_20	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_2	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_3	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_4	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_6	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_7	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_8	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug031_aegypti_Rural_Sulawesi_U_9	RuralSulawesi	AAA	Asia	Asia	Philippines
Debug019_aegypti_Pazar_Turkey_U_10	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_11	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_1	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_2	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_3	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_5	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_6	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_7	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Pazar_Turkey_U_9	Pazar	AAA	Asia	Asia	Turkey
Debug020_aegypti_Pazar_Turkey_U_12	Pazar	AAA	Asia	Asia	Turkey
Debug020_aegypti_Pazar_Turkey_U_19	Pazar	AAA	Asia	Asia	Turkey
Debug020_aegypti_Pazar_Turkey_U_20	Pazar	AAA	Asia	Asia	Turkey
Debug019_aegypti_Attock_Pakistan_U_1	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Attock_Pakistan_U_2	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Attock_Pakistan_U_3	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Attock_Pakistan_U_4	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Attock_Pakistan_U_6	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Attock_Pakistan_U_7	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_10	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_11	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_12	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_13	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_15	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_18	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_20	Pakistan	AAA	Asia	Asia	Pakistan
Debug019_aegypti_Karachi_Pakistan_U_9	Pakistan	AAA	Asia	Asia	Pakistan
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_10	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_11	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_12	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_13	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_16	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_17	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_18	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_2	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_3	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_4	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_5	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_6	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_7	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_8	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_9	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug05-10162017-aegy-Jeddah-Saudi_Arabia-16	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug05-10162017-aegy-Jeddah-Saudi_Arabia-20	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug05-10162017-aegy-Jeddah-Saudi_Arabia-22	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug05-10162017-aegy-Jeddah-Saudi_Arabia-3	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug05-10162017-aegy-Jeddah-Saudi_Arabia-6	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_10	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_11	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_12	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_14	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_15	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_16	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_17	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_18	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_20	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_2	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_4	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_5	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_7	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_8	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_9	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug05-10162017-aegy-Cairns-Australia-10	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-11	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-12	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-13	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-16	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-17	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-18	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-1	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-24	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-8	Cairns	AAA	Pacific	Asia	Australia
Debug05-10162017-aegy-Cairns-Australia-9	Cairns	AAA	Pacific	Asia	Australia
Debug010_aegypti_Tahiti_FrenchPolynesia_01	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_05	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_07	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_13	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_16	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_17	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_18	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_19	Tahiti	AAA	Pacific	Asia	Tahiti
Debug010_aegypti_Tahiti_FrenchPolynesia_20	Tahiti	AAA	Pacific	Asia	Tahiti
